,seed,HV,time,nds,RF_train_acc,SVC_train_acc,MLP_train_acc,RF_test_acc,SVC_test_acc,MLP_test_acc,RF_val_acc,SVC_val_acc,MLP_val_acc,RF_c_features,SVC_c_features,MLP_c_features,c_min,c_max,f1_min,f1_max,f2_min,f2_max
0,2025,0.6917026919683721,1068.1719048023224,28,1.0,0.9736842105263158,0.9736842105263158,0.9117647058823529,0.9117647058823529,0.9411764705882353,0.9722222222222222,0.9722222222222222,0.95,2,2,3,2,4,-0.7706794591731363,-0.4388080771667369,0.00016005269343866398,0.7201871408760416
